EmployeeID,Age group,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Performance status ,Distance Status,Working_years
147,18-30,No,Travel_Rarely,R&D,7,3,Medical,1,Male,3,Healthcare Representative,Divorced,119570,1,13,0,10,2,10,1,8,3,1,3,2,3,Low,Near-By,Btw 0-10
148,18-30,Yes,Travel_Rarely,R&D,5,2,Life Sciences,1,Female,3,Laboratory Technician,Married,26600,5,13,0,6,3,2,0,2,1,1,3,3,3,Low,Near-By,Btw 0-10
149,45-60,No,Travel_Rarely,R&D,26,2,Life Sciences,1,Female,2,Sales Representative,Married,33750,2,21,0,28,2,5,0,4,4,3,3,2,4,High,Very Far,Btw 0-10
150,45-60,No,Travel_Rarely,R&D,2,3,Medical,1,Female,1,Sales Executive,Married,50980,3,14,1,8,4,2,0,2,1,4,2,3,3,Low,Near-By,Btw 0-10
151,45-60,No,Travel_Rarely,R&D,12,3,Medical,1,Male,2,Research Scientist,Married,48780,2,11,1,31,3,5,1,4,4,4,1,3,3,Low,Far,Btw 0-10
152,30-45,No,Travel_Frequently,Sales,10,3,Marketing,1,Female,2,Healthcare Representative,Divorced,28370,2,13,1,19,0,5,0,2,1,3,3,2,3,Low,Near-By,Btw 0-10
153,30-45,No,Travel_Rarely,Sales,25,3,Marketing,1,Male,1,Sales Executive,Single,24060,2,20,1,11,5,5,0,2,3,4,3,3,4,High,Very Far,Btw 0-10
154,45-60,No,Travel_Rarely,R&D,10,3,Life Sciences,1,Female,1,Manufacturing Director,Married,22690,5,18,1,33,4,29,11,10,1,1,1,3,3,Low,Near-By,Btw 21-30
155,45-60,No,Travel_Rarely,Sales,19,4,Marketing,1,Female,1,Sales Executive,Divorced,41080,2,14,0,19,5,10,0,8,3,3,2,2,3,Low,Far,Btw 0-10
156,30-45,No,Travel_Frequently,R&D,18,4,Technical Degree,1,Male,4,Sales Executive,Married,132060,0,13,2,7,2,6,0,4,4,4,4,3,3,Low,Far,Btw 0-10
157,18-30,Yes,Travel_Rarely,R&D,27,2,Medical,1,Male,1,Research Scientist,Single,104220,1,17,1,6,0,5,1,4,1,2,3,2,3,Low,Very Far,Btw 0-10
158,30-45,Yes,Travel_Frequently,R&D,5,3,Medical,1,Male,2,Research Scientist,Divorced,137440,0,20,1,3,3,2,1,0,4,3,2,3,4,High,Near-By,Btw 0-10
159,30-45,No,Travel_Frequently,Sales,3,3,Marketing,1,Female,2,Sales Executive,Married,49070,1,11,1,1,3,1,0,0,4,4,3,3,3,Low,Near-By,Btw 0-10
160,30-45,No,Travel_Rarely,Sales,26,4,Marketing,1,Female,1,Sales Executive,Married,34820,0,18,1,21,2,20,1,12,3,3,3,2,3,Low,Very Far,Btw 11-20
161,18-30,No,Travel_Rarely,R&D,3,2,Medical,1,Female,4,Healthcare Representative,Divorced,24360,1,24,0,3,2,3,0,2,1,4,1,4,4,High,Near-By,Btw 0-10
162,30-45,No,Non-Travel,R&D,15,3,Medical,1,Female,2,Sales Executive,Married,23800,4,18,3,9,2,5,1,4,3,4,1,2,3,Low,Far,Btw 0-10
163,18-30,No,Travel_Rarely,R&D,8,3,Medical,1,Female,3,Manufacturing Director,Married,194310,1,11,0,10,3,10,0,7,2,3,3,3,3,Low,Near-By,Btw 0-10
164,18-30,Yes,Travel_Rarely,R&D,19,4,Life Sciences,1,Male,3,Research Scientist,Married,17900,5,16,1,6,4,2,1,1,3,2,4,2,3,Low,Far,Btw 0-10
165,18-30,Yes,Travel_Rarely,R&D,4,3,Medical,1,Male,1,Sales Executive,Single,76440,1,15,2,1,2,1,0,0,1,4,4,3,3,Low,Near-By,Btw 0-10
166,30-45,No,Non-Travel,R&D,2,4,Life Sciences,1,Female,3,Research Scientist,Married,51310,0,15,1,10,2,9,7,8,3,1,3,3,3,Low,Near-By,Btw 0-10
167,45-60,No,Travel_Rarely,R&D,2,2,Life Sciences,1,Male,4,Research Scientist,Divorced,63060,3,12,1,32,3,1,0,0,1,4,2,3,3,Low,Near-By,Btw 0-10
168,45-60,No,Travel_Rarely,Sales,10,4,Life Sciences,1,Female,3,Manager,Married,47870,0,12,0,28,3,27,15,7,2,3,3,3,3,Low,Near-By,Btw 21-30
169,30-45,No,Non-Travel,Sales,10,2,Life Sciences,1,Male,3,Laboratory Technician,Single,188800,0,22,1,12,3,11,6,7,3,4,2,3,4,High,Near-By,Btw 11-20
170,45-60,No,Travel_Frequently,R&D,16,3,Life Sciences,1,Female,4,Laboratory Technician,Married,23390,4,20,0,22,4,18,13,11,3,1,4,3,4,High,Far,Btw 11-20
171,45-60,No,Travel_Rarely,R&D,1,3,Technical Degree,1,Male,5,Manufacturing Director,Divorced,135700,5,16,2,20,2,5,0,4,1,4,3,2,3,Low,Near-By,Btw 0-10
172,45-60,No,Travel_Rarely,Sales,4,1,Technical Degree,1,Male,1,Laboratory Technician,Married,67120,6,21,1,26,3,3,0,1,1,3,1,2,4,High,Near-By,Btw 0-10
173,30-45,No,Travel_Rarely,R&D,15,2,Medical,1,Female,2,Laboratory Technician,Single,54060,0,12,1,6,2,5,4,3,4,3,3,3,3,Low,Far,Btw 0-10
174,45-60,No,Travel_Rarely,R&D,2,4,Medical,1,Male,2,Human Resources,Single,89380,7,11,3,19,2,1,0,0,3,3,3,3,3,Low,Near-By,Btw 0-10
175,30-45,No,Travel_Rarely,Sales,8,2,Life Sciences,1,Male,1,Laboratory Technician,Divorced,24390,3,11,2,14,2,7,5,7,4,3,3,4,3,Low,Near-By,Btw 0-10
176,45-60,No,Travel_Rarely,R&D,2,3,Life Sciences,1,Male,1,Healthcare Representative,Married,88370,2,18,0,15,3,3,1,2,3,4,3,2,3,Low,Near-By,Btw 0-10
177,30-45,No,Travel_Rarely,R&D,7,3,Life Sciences,1,Male,2,Research Director,Divorced,53430,1,14,1,13,3,13,0,8,3,2,4,3,3,Low,Near-By,Btw 11-20
178,30-45,Yes,Travel_Rarely,R&D,10,3,Life Sciences,1,Female,4,Research Director,Married,67280,7,22,0,15,2,7,7,7,2,3,4,2,4,High,Near-By,Btw 0-10
179,30-45,Yes,Travel_Rarely,Sales,5,4,Marketing,1,Male,2,Research Director,Divorced,66520,7,25,0,8,5,4,1,3,1,4,3,3,4,High,Near-By,Btw 0-10
180,30-45,No,Travel_Rarely,R&D,2,3,Life Sciences,1,Male,1,Sales Executive,Single,48500,0,12,1,4,4,3,1,2,4,2,3,3,3,Low,Near-By,Btw 0-10
181,30-45,No,Travel_Rarely,R&D,12,2,Medical,1,Female,2,Sales Representative,Married,28090,4,23,1,10,2,8,0,0,4,3,3,1,4,High,Far,Btw 0-10
182,30-45,Yes,Travel_Frequently,R&D,22,2,Medical,1,Female,2,Sales Executive,Married,56890,3,15,2,12,2,1,0,0,1,3,3,2,3,Low,Very Far,Btw 0-10
183,30-45,Yes,Travel_Frequently,Sales,17,1,Marketing,1,Male,1,Research Director,Divorced,20010,9,22,1,11,5,3,0,2,2,1,3,4,4,High,Far,Btw 0-10
184,30-45,No,Travel_Frequently,R&D,2,4,Medical,1,Female,1,Research Scientist,Married,29770,4,15,3,8,3,2,2,0,2,3,3,2,3,Low,Near-By,Btw 0-10
185,30-45,No,Non-Travel,R&D,3,4,Medical,1,Male,1,Research Scientist,Single,40250,1,11,0,10,3,10,9,7,2,4,2,3,3,Low,Near-By,Btw 0-10
186,18-30,Yes,Travel_Frequently,R&D,7,3,Medical,1,Female,2,Laboratory Technician,Single,37850,5,13,2,4,2,2,1,2,3,3,3,3,3,Low,Near-By,Btw 0-10
187,45-60,No,Travel_Rarely,R&D,6,3,Medical,1,Male,1,Laboratory Technician,Married,108540,2,14,1,14,6,9,6,7,2,4,3,3,3,Low,Near-By,Btw 0-10
188,45-60,No,Travel_Rarely,R&D,1,3,Medical,1,Female,1,Sales Executive,Single,120310,3,11,0,37,5,10,7,7,1,2,3,3,3,Low,Near-By,Btw 0-10
189,30-45,No,Non-Travel,R&D,3,2,Life Sciences,1,Female,2,Research Scientist,Single,99360,7,17,1,16,2,14,1,10,4,4,3,2,3,Low,Near-By,Btw 11-20
190,30-45,No,Travel_Rarely,R&D,22,3,Medical,1,Female,1,Sales Representative,Married,29660,9,18,0,15,2,11,6,9,2,3,3,2,3,Low,Very Far,Btw 11-20
191,30-45,No,Travel_Rarely,R&D,15,3,Life Sciences,1,Female,2,Laboratory Technician,Single,25710,7,14,0,22,1,20,5,13,2,3,3,3,3,Low,Far,Btw 11-20
192,30-45,No,Travel_Frequently,R&D,12,1,Medical,1,Male,1,Research Scientist,Married,99910,1,16,1,8,3,8,0,7,3,3,3,3,3,Low,Far,Btw 0-10
193,30-45,No,Travel_Rarely,R&D,1,4,Life Sciences,1,Male,3,Research Director,Single,61420,4,13,2,10,2,6,0,5,2,4,4,2,3,Low,Near-By,Btw 0-10
194,30-45,No,Travel_Rarely,R&D,5,3,Medical,1,Male,3,Sales Executive,Married,53900,1,14,0,10,3,10,5,8,4,1,2,3,3,Low,Near-By,Btw 0-10
195,45-60,No,Travel_Rarely,R&D,2,1,Medical,1,Female,4,Sales Executive,Married,44040,0,23,0,9,2,8,3,7,4,2,4,3,4,High,Near-By,Btw 0-10
196,18-30,Yes,Travel_Frequently,R&D,2,1,Life Sciences,1,Female,2,Laboratory Technician,Divorced,59930,0,12,0,8,3,7,1,0,1,3,2,3,3,Low,Near-By,Btw 0-10
197,18-30,No,Travel_Rarely,R&D,5,3,Medical,1,Male,1,Research Scientist,Divorced,51300,4,11,0,8,3,3,1,2,4,4,4,2,3,Low,Near-By,Btw 0-10
198,30-45,No,Travel_Rarely,R&D,16,3,Medical,1,Female,1,Laboratory Technician,Divorced,20900,4,16,0,10,2,6,0,5,1,3,3,3,3,Low,Far,Btw 0-10
199,30-45,No,Travel_Rarely,R&D,2,4,Life Sciences,1,Female,1,Sales Executive,Divorced,29090,9,14,2,10,2,5,0,1,3,4,2,3,3,Low,Near-By,Btw 0-10
200,18-30,Yes,Travel_Frequently,R&D,2,3,Technical Degree,1,Male,1,Sales Executive,Single,34680,1,18,2,0,4,0,0,0,2,2,3,4,3,Low,Near-By,Btw 0-10
201,30-45,No,Non-Travel,R&D,1,4,Technical Degree,1,Female,2,Laboratory Technician,Divorced,30680,3,19,0,20,3,1,0,1,3,1,3,2,3,Low,Near-By,Btw 0-10
202,30-45,No,Non-Travel,R&D,23,3,Life Sciences,1,Male,2,Manufacturing Director,Single,26700,2,15,2,10,2,8,0,7,1,3,3,2,3,Low,Very Far,Btw 0-10
203,18-30,No,Travel_Rarely,R&D,9,4,Medical,1,Male,3,Healthcare Representative,Divorced,26930,5,17,3,8,3,0,0,0,1,3,3,2,3,Low,Near-By,Btw 0-10
204,30-45,No,Travel_Rarely,R&D,16,4,Medical,1,Male,2,Human Resources,Single,95260,1,15,0,5,2,5,0,3,1,3,3,2,3,Low,Far,Btw 0-10
205,30-45,No,Travel_Rarely,R&D,26,3,Medical,1,Male,1,Laboratory Technician,Single,52370,1,19,1,10,3,10,5,7,4,4,3,2,3,Low,Very Far,Btw 0-10
206,18-30,Yes,Travel_Rarely,Sales,1,3,Marketing,1,Female,2,Manufacturing Director,Single,24260,1,22,0,1,3,1,0,0,3,4,1,1,4,High,Near-By,Btw 0-10
207,30-45,No,Travel_Rarely,R&D,8,1,Life Sciences,1,Male,1,Sales Executive,Single,41930,4,16,1,12,5,6,1,2,2,4,4,3,3,Low,Near-By,Btw 0-10
208,45-60,No,Travel_Frequently,R&D,4,1,Medical,1,Male,5,Human Resources,Married,29110,5,13,0,28,3,2,1,2,1,3,2,3,3,Low,Near-By,Btw 0-10
209,30-45,No,Travel_Rarely,R&D,24,1,Life Sciences,1,Male,1,Research Director,Married,26610,7,14,1,22,2,18,11,8,2,1,3,3,3,Low,Very Far,Btw 11-20
210,30-45,No,Non-Travel,R&D,7,2,Medical,1,Male,1,Sales Executive,Divorced,20280,1,16,1,9,3,9,7,7,1,2,3,3,3,Low,Near-By,Btw 0-10
211,45-60,No,Travel_Rarely,Sales,2,1,Medical,1,Male,1,Laboratory Technician,Divorced,99800,0,11,1,18,2,10,6,9,4,1,3,3,3,Low,Near-By,Btw 0-10
212,30-45,Yes,Non-Travel,R&D,7,2,Life Sciences,1,Female,2,Research Director,Married,32980,8,22,0,6,4,4,1,2,4,3,3,2,4,High,Near-By,Btw 0-10
213,18-30,No,Travel_Frequently,Sales,22,3,Life Sciences,1,Female,1,Healthcare Representative,Married,29350,0,14,2,3,5,2,2,1,4,4,3,2,3,Low,Very Far,Btw 0-10
214,30-45,No,Travel_Rarely,R&D,5,3,Life Sciences,1,Female,1,Research Scientist,Married,154270,3,16,1,18,2,1,0,0,3,3,3,3,3,Low,Near-By,Btw 0-10
215,30-45,No,Travel_Rarely,R&D,1,4,Technical Degree,1,Female,5,Research Scientist,Married,39440,6,11,2,8,3,6,4,3,2,2,2,3,3,Low,Near-By,Btw 0-10
216,45-60,No,Travel_Rarely,Sales,21,1,Life Sciences,1,Male,1,Sales Executive,Divorced,40110,1,18,2,31,2,31,0,9,4,3,3,1,3,Low,Very Far,30?
217,18-30,No,Travel_Rarely,Sales,1,3,Marketing,1,Female,1,Sales Executive,Married,34070,1,15,2,6,2,6,1,4,2,4,3,2,3,Low,Near-By,Btw 0-10
218,18-30,No,Travel_Rarely,R&D,19,4,Technical Degree,1,Female,4,Sales Executive,Married,119940,1,14,1,6,6,5,1,4,1,2,4,3,3,Low,Far,Btw 0-10
219,18-30,No,Travel_Rarely,Sales,7,3,Medical,1,Female,1,Laboratory Technician,Married,12320,1,12,0,1,4,1,0,0,4,2,3,1,3,Low,Near-By,Btw 0-10
220,45-60,No,Travel_Frequently,Sales,2,2,Marketing,1,Male,1,Sales Executive,Married,29600,1,14,3,32,2,32,10,7,1,2,3,3,3,Low,Near-By,30?
221,18-30,No,Travel_Rarely,R&D,2,3,Life Sciences,1,Male,1,Research Scientist,Married,190940,1,16,0,7,3,7,0,6,2,3,3,2,3,Low,Near-By,Btw 0-10
222,18-30,Yes,Travel_Frequently,R&D,2,3,Medical,1,Male,2,Research Scientist,Married,39190,1,21,0,6,3,6,1,2,1,3,3,3,4,High,Near-By,Btw 0-10
223,30-45,Yes,Travel_Frequently,R&D,9,3,Other,1,Male,2,Healthcare Representative,Married,68250,1,14,0,1,2,1,0,0,2,1,4,3,3,Low,Near-By,Btw 0-10
224,30-45,No,Travel_Rarely,Sales,6,2,Life Sciences,1,Male,4,Research Director,Married,102480,1,12,1,6,4,6,1,3,2,4,3,3,3,Low,Near-By,Btw 0-10
225,30-45,Yes,Travel_Rarely,R&D,9,1,Medical,1,Female,1,Sales Representative,Divorced,189470,2,12,2,9,2,3,1,2,2,1,1,2,3,Low,Near-By,Btw 0-10
226,30-45,No,Travel_Rarely,R&D,2,3,Life Sciences,1,Female,5,Sales Executive,Single,24960,4,17,3,9,3,3,0,2,1,4,3,3,3,Low,Near-By,Btw 0-10
227,30-45,No,Travel_Rarely,Sales,1,3,Marketing,1,Female,2,Sales Executive,Divorced,64650,4,17,0,13,3,7,5,7,1,4,4,3,3,Low,Near-By,Btw 0-10
228,18-30,No,Travel_Rarely,Sales,22,4,Medical,1,Male,1,Sales Representative,Divorced,22060,0,14,1,6,4,5,0,3,1,3,2,3,3,Low,Very Far,Btw 0-10
229,30-45,No,Travel_Rarely,Sales,9,4,Marketing,1,Female,2,Laboratory Technician,Married,20860,4,14,0,17,3,3,1,0,4,3,2,3,3,Low,Near-By,Btw 0-10
230,18-30,No,Travel_Rarely,R&D,17,4,Medical,1,Female,1,Sales Representative,Single,22930,1,13,2,1,3,1,0,0,4,2,4,1,3,Low,Far,Btw 0-10
231,30-45,No,Travel_Rarely,R&D,28,4,Life Sciences,1,Female,2,Manufacturing Director,Married,26450,1,15,0,10,5,10,2,2,3,4,3,3,3,Low,Very Far,Btw 0-10
232,30-45,No,Travel_Rarely,R&D,10,5,Technical Degree,1,Female,2,Sales Executive,Divorced,26830,4,11,0,21,3,1,0,0,2,4,2,3,3,Low,Near-By,Btw 0-10
233,30-45,No,Travel_Rarely,HR,2,4,Medical,1,Male,1,Human Resources,Single,20140,3,17,1,8,5,0,0,0,3,1,2,4,3,Low,Near-By,Btw 0-10
234,30-45,No,Travel_Frequently,Sales,4,3,Medical,1,Female,2,Healthcare Representative,Divorced,34190,3,11,1,10,5,8,4,7,4,3,3,3,3,Low,Near-By,Btw 0-10
235,45-60,No,Travel_Rarely,R&D,8,1,Medical,1,Male,2,Laboratory Technician,Married,53760,7,13,1,21,3,3,0,2,4,1,1,4,3,Low,Near-By,Btw 0-10
236,30-45,No,Travel_Rarely,Sales,29,4,Marketing,1,Male,2,Sales Executive,Single,19510,4,22,3,10,4,2,0,2,1,3,4,4,4,High,Very Far,Btw 0-10
237,30-45,No,Travel_Rarely,R&D,13,4,Life Sciences,1,Female,1,Laboratory Technician,Divorced,23410,1,20,2,8,3,8,0,6,3,3,3,2,4,High,Far,Btw 0-10
238,18-30,Yes,Travel_Rarely,Sales,27,3,Life Sciences,1,Male,2,Research Scientist,Divorced,22930,0,18,0,5,0,4,0,2,3,1,3,3,3,Low,Very Far,Btw 0-10
239,18-30,No,Travel_Rarely,Sales,16,2,Life Sciences,1,Male,3,Sales Executive,Single,87260,1,11,1,3,2,3,1,2,3,3,3,1,3,Low,Far,Btw 0-10
240,30-45,No,Travel_Rarely,R&D,2,2,Life Sciences,1,Male,1,Laboratory Technician,Married,40110,4,14,1,26,2,2,0,1,4,4,4,3,3,Low,Near-By,Btw 0-10
241,18-30,No,Travel_Rarely,R&D,2,2,Medical,1,Female,2,Laboratory Technician,Married,195450,0,14,0,3,3,2,2,2,1,3,3,2,3,Low,Near-By,Btw 0-10
242,30-45,No,Travel_Rarely,Sales,13,4,Marketing,1,Female,2,Manufacturing Director,Divorced,45680,0,18,1,6,2,5,1,2,3,3,3,3,3,Low,Far,Btw 0-10
243,30-45,No,Travel_Rarely,R&D,1,1,Life Sciences,1,Female,1,Healthcare Representative,Married,30220,1,16,1,6,3,6,0,5,1,4,2,3,3,Low,Near-By,Btw 0-10
244,30-45,No,Travel_Frequently,R&D,4,5,Technical Degree,1,Male,3,Manager,Divorced,57720,1,17,0,1,3,1,0,0,3,3,3,3,3,Low,Near-By,Btw 0-10
245,45-60,No,Travel_Rarely,R&D,24,3,Other,1,Female,3,Manager,Single,22690,7,11,1,18,2,14,8,10,4,1,4,2,3,Low,Very Far,Btw 11-20
246,30-45,No,Travel_Rarely,R&D,1,5,Medical,1,Male,1,Research Scientist,Married,53810,1,12,0,10,0,10,8,8,2,4,2,3,3,Low,Near-By,Btw 0-10
247,45-60,Yes,Travel_Frequently,R&D,19,4,Life Sciences,1,Male,3,Research Director,Married,34410,2,13,1,5,5,1,0,0,1,1,3,3,3,Low,Far,Btw 0-10
248,18-30,No,Travel_Rarely,R&D,7,2,Life Sciences,1,Male,1,Manufacturing Director,Married,54540,1,13,1,3,5,3,0,2,3,4,3,4,3,Low,Near-By,Btw 0-10
249,30-45,No,Travel_Rarely,R&D,4,3,Medical,1,Male,1,Manager,Married,98840,1,14,0,10,3,10,7,8,3,3,3,2,3,Low,Near-By,Btw 0-10
250,18-30,No,Travel_Rarely,R&D,2,3,Life Sciences,1,Female,1,Healthcare Representative,Married,41570,1,17,3,6,2,6,1,2,2,3,2,3,3,Low,Near-By,Btw 0-10
251,30-45,No,Travel_Rarely,R&D,10,5,Medical,1,Female,4,Laboratory Technician,Single,134580,1,11,0,17,3,17,11,8,2,4,3,3,3,Low,Near-By,Btw 11-20
252,30-45,No,Travel_Frequently,R&D,8,3,Technical Degree,1,Male,2,Laboratory Technician,Divorced,90690,3,25,1,15,3,13,4,7,3,4,1,3,4,High,Near-By,Btw 11-20
253,45-60,No,Travel_Rarely,R&D,5,2,Life Sciences,1,Female,2,Sales Executive,Married,40140,2,19,1,16,4,9,7,1,3,2,4,2,3,Low,Near-By,Btw 0-10
254,30-45,No,Travel_Rarely,R&D,8,3,Life Sciences,1,Male,2,Research Scientist,Divorced,59150,2,13,1,13,3,3,0,2,2,2,3,2,3,Low,Near-By,Btw 0-10
255,18-30,No,Travel_Rarely,Sales,9,3,Marketing,1,Male,5,Research Director,Single,59930,0,14,1,5,3,4,1,1,1,4,3,1,3,Low,Near-By,Btw 0-10
256,18-30,Yes,Travel_Rarely,R&D,1,3,Life Sciences,1,Male,5,Sales Representative,Single,61620,1,12,3,1,2,1,1,1,4,3,3,2,3,Low,Near-By,Btw 0-10
257,30-45,Yes,Travel_Frequently,R&D,15,4,Medical,1,Female,1,Laboratory Technician,Single,24060,1,11,0,10,3,10,9,7,1,1,3,3,3,Low,Far,Btw 0-10
258,30-45,No,Non-Travel,R&D,2,1,Medical,1,Male,1,Research Scientist,Married,187400,1,19,1,1,2,1,0,0,3,3,3,4,3,Low,Near-By,Btw 0-10
259,18-30,No,Travel_Rarely,R&D,2,3,Life Sciences,1,Male,1,Healthcare Representative,Married,76370,2,11,1,5,3,3,0,2,1,1,4,3,3,Low,Near-By,Btw 0-10
260,18-30,No,Travel_Rarely,R&D,11,3,Medical,1,Male,2,Manufacturing Director,Married,100960,0,11,1,4,3,3,1,2,4,2,3,3,3,Low,Far,Btw 0-10
261,30-45,No,Travel_Rarely,R&D,16,3,Life Sciences,1,Male,5,Research Scientist,Single,147560,0,20,1,8,3,7,0,5,4,4,3,2,4,High,Far,Btw 0-10
262,18-30,No,Travel_Frequently,Sales,2,4,Life Sciences,1,Male,4,Healthcare Representative,Divorced,64990,1,18,3,10,3,10,2,8,2,4,3,2,3,Low,Near-By,Btw 0-10
263,45-60,No,Travel_Rarely,R&D,16,3,Technical Degree,1,Male,1,Sales Executive,Married,97240,3,13,0,12,2,2,2,2,2,2,3,4,3,Low,Far,Btw 0-10
264,18-30,No,Travel_Frequently,Sales,4,3,Technical Degree,1,Male,5,Laboratory Technician,Divorced,21940,1,12,0,6,5,6,0,4,4,4,3,3,3,Low,Near-By,Btw 0-10
265,30-45,No,Travel_Rarely,R&D,16,3,Life Sciences,1,Male,3,Manager,Single,33880,3,11,0,4,2,1,0,0,4,4,3,4,3,Low,Far,Btw 0-10
266,45-60,No,Travel_Rarely,Sales,5,3,Medical,1,Male,1,Laboratory Technician,Married,54730,1,19,1,20,2,20,3,8,4,3,3,4,3,Low,Near-By,Btw 11-20
267,30-45,No,Travel_Rarely,R&D,18,1,Medical,1,Male,1,Healthcare Representative,Single,27030,1,21,1,9,2,8,7,7,4,2,4,3,4,High,Far,Btw 0-10
268,18-30,Yes,Travel_Rarely,R&D,17,2,Life Sciences,1,Female,1,Healthcare Representative,Single,25010,9,12,0,4,3,2,2,0,1,3,3,1,3,Low,Far,Btw 0-10
269,30-45,No,Travel_Rarely,R&D,12,5,Medical,1,Female,1,Sales Representative,Single,62200,1,14,2,20,2,20,11,10,4,3,3,3,3,Low,Far,Btw 11-20
270,30-45,No,Travel_Rarely,R&D,2,3,Life Sciences,1,Male,5,Research Scientist,Single,30380,1,11,0,10,5,10,0,8,4,4,2,1,3,Low,Near-By,Btw 0-10
271,45-60,Yes,Travel_Frequently,R&D,4,2,Medical,1,Male,4,Sales Representative,Married,44240,3,14,1,18,2,4,1,3,2,3,3,2,3,Low,Near-By,Btw 0-10
272,30-45,No,Travel_Rarely,R&D,9,4,Life Sciences,1,Male,1,Sales Executive,Single,43120,0,12,1,10,2,9,1,8,2,4,2,2,3,Low,Near-By,Btw 0-10
273,18-30,No,Travel_Rarely,R&D,10,3,Medical,1,Male,5,Research Scientist,Married,132450,1,23,1,9,3,9,0,7,3,1,3,2,4,High,Near-By,Btw 0-10
275,45-60,No,Travel_Rarely,R&D,2,3,Medical,1,Female,5,Sales Executive,Single,50210,2,17,0,20,3,7,1,7,4,1,3,3,3,Low,Near-By,Btw 0-10
276,30-45,No,Travel_Frequently,R&D,3,4,Medical,1,Female,3,Human Resources,Married,51260,5,18,0,20,2,18,1,12,4,1,3,3,3,Low,Near-By,Btw 11-20
277,45-60,No,Travel_Rarely,R&D,7,1,Life Sciences,1,Male,2,Laboratory Technician,Married,28590,3,18,1,32,2,5,1,3,3,3,3,3,3,Low,Near-By,Btw 0-10
278,30-45,No,Travel_Rarely,Sales,6,3,Medical,1,Male,1,Sales Executive,Divorced,102390,3,24,3,23,3,21,12,6,2,4,2,3,4,High,Near-By,Btw 21-30
279,45-60,No,Travel_Rarely,R&D,8,2,Life Sciences,1,Female,5,Laboratory Technician,Single,53290,8,20,0,10,3,2,2,2,1,1,3,4,4,High,Near-By,Btw 0-10
280,18-30,No,Travel_Frequently,R&D,29,1,Life Sciences,1,Male,2,Manufacturing Director,Divorced,43250,1,14,0,9,2,9,1,7,4,1,2,2,3,Low,Very Far,Btw 0-10
281,30-45,No,Travel_Rarely,R&D,3,3,Medical,1,Male,1,Manufacturing Director,Married,72600,1,16,0,22,2,22,2,10,4,3,3,3,3,Low,Near-By,Btw 21-30
282,45-60,No,Travel_Rarely,Sales,9,3,Life Sciences,1,Male,2,Research Scientist,Married,23220,7,25,1,4,0,2,2,2,4,2,3,4,4,High,Near-By,Btw 0-10
283,18-30,Yes,Travel_Rarely,Sales,2,4,Life Sciences,1,Male,3,Research Scientist,Single,20750,7,18,3,10,0,7,3,7,1,2,3,2,3,Low,Near-By,Btw 0-10
284,30-45,No,Non-Travel,R&D,10,4,Technical Degree,1,Female,2,Research Scientist,Married,41520,9,19,1,10,3,8,0,5,1,1,3,3,3,Low,Near-By,Btw 0-10
285,30-45,No,Travel_Rarely,R&D,1,3,Medical,1,Female,3,Manager,Single,96190,4,13,1,10,2,1,0,0,3,3,4,3,3,Low,Near-By,Btw 0-10
286,30-45,No,Non-Travel,R&D,8,2,Life Sciences,1,Male,1,Research Scientist,Single,135030,2,12,0,9,6,5,1,4,1,3,3,2,3,Low,Near-By,Btw 0-10
287,45-60,No,Travel_Frequently,R&D,27,3,Life Sciences,1,Male,1,Research Scientist,Divorced,54410,9,22,1,28,6,22,11,13,4,3,2,2,4,High,Very Far,Btw 21-30
288,30-45,No,Travel_Rarely,R&D,8,3,Life Sciences,1,Male,2,Sales Executive,Divorced,52090,7,14,1,10,3,8,7,7,3,4,2,3,3,Low,Near-By,Btw 0-10
289,18-30,No,Travel_Rarely,R&D,1,2,Medical,1,Female,1,Sales Executive,Single,106730,1,13,3,1,2,1,0,0,3,3,3,3,3,Low,Near-By,Btw 0-10
290,30-45,Yes,Travel_Frequently,R&D,10,1,Life Sciences,1,Female,1,Sales Executive,Divorced,50100,6,21,3,7,3,2,2,2,3,3,3,3,4,High,Near-By,Btw 0-10
291,30-45,No,Travel_Frequently,R&D,26,1,Life Sciences,1,Male,1,Laboratory Technician,Married,135490,3,11,2,7,3,2,2,2,4,4,3,3,3,Low,Very Far,Btw 0-10
292,30-45,No,Travel_Rarely,R&D,2,5,Technical Degree,1,Male,2,Healthcare Representative,Single,49990,3,12,2,10,2,5,4,3,2,3,3,4,3,Low,Near-By,Btw 0-10
293,18-30,No,Travel_Rarely,Sales,13,3,Marketing,1,Male,5,Sales Executive,Married,42210,1,11,1,5,4,4,0,2,2,1,4,3,3,Low,Far,Btw 0-10
294,30-45,No,Travel_Rarely,Sales,2,4,Marketing,1,Female,4,Healthcare Representative,Married,138720,9,12,3,12,3,8,3,6,3,2,1,2,3,Low,Near-By,Btw 0-10
